Start period,Rank,Relation: ID,Stay opportunity,Status selection,Stay: ID,Institution,Stay: GPA outgoing
Second Semester 2019,1,2432,CINDA-Universitat Politècnica de Catalunya-Uniandes de los Andes-Outgoing,Rejected,11633,Universitat Politècnica de Catalunya,"3,92"
Second Semester 2019,2,683,Exchange Student-Universidade de São Paulo-Architecture Department-Outgoing,Selected,11633,Universidade de São Paulo,"3,92"
Second Semester 2018,1,998,Exchange Student Undergraduate-IE University-Campus Madrid-School of Management-Outgoing,Pending,2483,IE Universidad,"3,90"
Second Semester 2018,2,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Pending,2483,Universidad de Santiago de Compostela,"3,90"
Second Semester 2018,3,267,Exchange Student-Universidad de Salamanca-Universidad de los Andes-Outgoing,Pending,2483,Universidad de Salamanca,"3,90"
First Semester 2022,1,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Selected,16565,Maastricht University,"4,18"
First Semester 2022,2,1716,Exchange Student-Aalto-Yliopisto University-School of Management - Outgoing,Rejected,16565,Aalto-yliopisto,"4,18"
First Semester 2022,3,13,Exchange Student-Aston University-School of Management-Outgoing,Rejected,16565,Aston University,"4,18"
Second Semester 2018,1,1277,CINDA-Universidad de los Andes-Outgoing,Pending,2869,Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM),"4,11"
First Semester 2020,1,3814,Virtual International Program-Purdue University-School of Engineering-Outgoing,Selected,15533,Purdue University,"4,72"
First Semester 2020,1,3814,Virtual International Program-Purdue University-School of Engineering-Outgoing,Pending,17073,Purdue University,"4,72"
Second Semester 2021,1,837,Exchange Student-University College London-Universidad de los Andes-Outgoing,Rejected,15340,University College London,"4,18"
Second Semester 2021,2,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,15340,Kungliga Tekniska högskolan (KTH),"4,18"
Second Semester 2021,3,418,Exchange Student-University of Melbourne-Universidad de los Andes-Outgoing,Rejected,15340,University of Melbourne,"4,18"
Second Semester 2021,1,1807,SMILE - Norwegian University of Science and Technology - systems and Computing Engineering - Outgoing,Selected,15340,Norges Teknisk-Naturvitenskapelige Universitet,"4,18"
Second Semester 2021,2,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,15340,Helsingin Yliopisto,"4,18"
Second Semester 2021,3,503,Exchange Student-Eberhard Karls Universität Tübingen-Universidad de los Andes-Outgoing,Rejected,15340,Eberhard Karls Universität Tübingen,"4,18"
First Semester 2022,1,342,Exchange Student-Universitat Politècnica de València-School of Engineering-Outgoing,Rejected,16524,Universitat Politècnica de València,"3,69"
First Semester 2022,2,1087,Exchange Student-Universidad del País Vasco-School of Engineering-Outgoing,Selected,16524,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"3,69"
First Semester 2022,3,2488,CINDA-Universidad de Málaga-Uniandes de los Andes-Outgoing,Rejected,16524,Universidad de Málaga,"3,69"
Second Semester 2019,1,159,Exchange Student-Politecnico di Milano-School of Engineering-Outgoing,Rejected,7753,Politecnico di Milano,"3,84"
Second Semester 2019,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,7753,Universidad Carlos III de Madrid,"3,84"
Second Semester 2019,3,1087,Exchange Student-Universidad del País Vasco-School of Engineering-Outgoing,Selected,7753,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"3,84"
Second Semester 2020,1,153,Exchange Student-Politecnico di Milano-Department of Architecture-Outgoing,Rejected,11601,Politecnico di Milano,"4,59"
Second Semester 2021,2,2432,CINDA-Universitat Politècnica de Catalunya-Uniandes de los Andes-Outgoing,Selected,11601,Universitat Politècnica de Catalunya,"4,59"
Second Semester 2020,3,1277,CINDA-Universidad de los Andes-Outgoing,Rejected,11601,Universidad de Málaga,"4,59"
Second Semester 2018,1,445,BORRAR-Exchange Student-University of Ottawa-Universidad de los Andes-Outgoing,Pending,2726,University of Ottawa,"3,72"
Second Semester 2018,2,453,Exchange Student-University of Regina-Universidad de los Andes-Outgoing,Pending,2726,University of Regina,"3,72"
First Semester 2019,1,188,Exchange Student-Purdue University-Universidad de los Andes-Outgoing,Pending,3566,Purdue University,"3,81"
First Semester 2019,2,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Pending,3566,McGill University,"3,81"
First Semester 2019,3,453,Exchange Student-University of Regina-Universidad de los Andes-Outgoing,Pending,3566,University of Regina,"3,81"
Second Semester 2019,1,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Selected,7647,Københavns Universitet,"3,81"
Second Semester 2019,2,84,Exchange Student-Helsingin Yliopisto-Universidad de los Andes-Outgoing,Rejected,7647,Helsingin Yliopisto,"3,81"
Second Semester 2019,3,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,7647,McGill University,"3,81"
Second Semester 2018,1,1266,"Exchange Student - Wesleyan University - Schools: Social Sciences, Arts & Humanities - Outgoing",Pending,2731,"Wesleyan University, Middletown",
First Semester 2019,1,67,Exchange Student-FAAP - Fundação Armando Álvares Penteado-Universidad de los Andes-Outgoing,Selected,3627,FAAP - Fundação Armando Álvares Penteado,"3,94"
First Semester 2019,2,665,Exchange Student-FGV-Escola de Administracão de Empresas de São Paulo-School of Management-Outgoing,Rejected,3627,Fundação Getulio Vargas,"3,94"
Inter-semester 2018,1,1100,SURF-Cornell University-Universidad de los Andes-Outgoing,Selected,2801,Cornell University,"3,99"
Second Semester 2020,1,89,Exchange Student-Oslo and Akershus University College of Applied Sciences-Universidad de los Andes-Outgoing,Rejected,11991,Høgskolen i Oslo og Akershus - Oslo metropolitan University,"3,56"
Second Semester 2020,2,580,Exchange Student-Institut National des Sciences Appliquées Campus Lyon-School of Engineering-Outgoing,Selected,11991,Institut National des Sciences Appliquées de Lyon,"3,56"
Second Semester 2020,3,519,Exchange Student-University of KaisersLautern-School of Management-Outgoing,Rejected,11991,Technische Universität Kaiserslautern,"3,56"
Second Semester 2021,1,4215,APRU-VMP-Universidad de los Andes-Outgoing,Pending,19590,Korea University,"4,16"
First Semester 2022,1,1091,Exchange Student-University of Groningen-School of Economics-Outgoing,Rejected,16266,Rijksuniversiteit Groningen,"4,15"
First Semester 2022,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,16266,University of Bristol,"4,15"
First Semester 2022,3,119,Exchange Student-Københavns Universitet-Universidad de los Andes-Outgoing,Selected,16266,Københavns Universitet,"4,15"
Second Semester 2022,1,1465,Exchange Student-Tilburg University-School of Economics-Outgoing,Rejected,18714,Tilburg University,"4,23"
Second Semester 2022,2,1014,Exchange Student-Erasmus Universiteit Rotterdam-School of Economics-Outgoing,Rejected,18714,Erasmus Universiteit Rotterdam,"4,23"
Second Semester 2022,3,1091,Exchange Student-University of Groningen-School of Economics-Outgoing,Selected,18714,Rijksuniversiteit Groningen,"4,23"
First Semester 2021,1,1068,Exchange Student-Victoria University of Wellington-Universidad de Los Andes-Outgoing,Rejected,13393,Victoria University of Wellington,"3,56"
First Semester 2021,2,371,Exchange Student-Université de Strasbourg-School of Economics-Outgoing,Rejected,13393,Université de Strasbourg,"3,56"
First Semester 2021,3,1016,Exchange Student-Universität Mannheim-School of Economics-Outgoing,Rejected,13393,Universität Mannheim,"3,56"
First Semester 2021,1,1068,Exchange Student-Victoria University of Wellington-Universidad de Los Andes-Outgoing,Rejected,13393,Victoria University of Wellington,"3,56"
First Semester 2021,2,371,Exchange Student-Université de Strasbourg-School of Economics-Outgoing,Selected,13393,Université de Strasbourg,"3,56"
First Semester 2021,3,1016,Exchange Student-Universität Mannheim-School of Economics-Outgoing,Rejected,13393,Universität Mannheim,"3,56"
Second Semester 2020,1,1381,Exchange Student-University of New South Wales-Universidad de los Andes-Outgoing,Selected,11517,University of New South Wales,"4,49"
Second Semester 2020,2,1068,Exchange Student-Victoria University of Wellington-Universidad de Los Andes-Outgoing,Rejected,11517,Victoria University of Wellington,"4,49"
Second Semester 2020,3,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Rejected,11517,University of Sussex,"4,49"
Second Semester 2021,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,15249,McGill University,"4,51"
Second Semester 2021,2,842,Exchange Student Undergraduate-University of Sussex-Universidad de los Andes-Outgoing,Selected,15249,University of Sussex,"4,51"
Second Semester 2021,3,2856,Exchange Student-St.John's  University-Universidad de los Andes-Outgoing,Rejected,15249,St. John's University,"4,51"
Second Semester 2022,1,1676,Exchange Student-Université du Québec à Montréal (UQAM)-Universidad de los Andes - Outgoing,Cancelled,18381,Université du Québec à Montréal,"4,46"
Second Semester 2022,2,4069,Exchange Student Undergraduate-Université Sorbonne Nouvelle Paris 3-School of Social Sciences-Outgoing,Rejected,18381,Université Sorbonne Nouvelle Paris 3,"4,46"
Second Semester 2022,3,2844,BORRAR-Exchange Student-Université Libre de Bruxelles-Universidad de los Andes- Outgoing,Rejected,18381,Université Libre de Bruxelles,"4,46"
Second Semester 2022,1,,,Pending,20096,Lunds universitet,"4,64"
Second Semester 2022,1,1241,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Architecture-Outgoing,Rejected,19201,Universidade de Lisboa,"4,00"
Second Semester 2022,2,2089,Exchange Student - Universita degli Studi di Bologna-Universidad de los Andes-Outgoing,Rejected,19201,Università degli Studi di Bologna 'Alma Mater Studiorum',"4,00"
Second Semester 2022,3,2497,CINDA-Università degli Studi di Genova-Universidad de los Andes-Outgoing,Selected,19201,Università degli Studi di Genova,"4,00"
First Semester 2019,1,153,Exchange Student-Politecnico di Milano-Department of Architecture-Outgoing,Rejected,3440,Politecnico di Milano,"3,96"
First Semester 2019,2,1008,SMILE Exchange-Universidad Politécnica de Madrid-ETS-Architecture Department-Outgoing,Rejected,3440,Universidad Politécnica de Madrid,"3,96"
First Semester 2019,3,1241,SMILE-Exchange Student Undergraduate-Instituto Técnico Superior-Universidade Técnica de Lisboa-Department of Architecture-Outgoing,Selected,3440,Universidade Técnica de Lisboa,"3,96"
Second Semester 2020,1,2054,Internship - Purdue University - School of Architecture and Design - Outgoing,Cancelled,11199,Purdue University,
First Semester 2020,1,3315,Virtual Mobility Program-Justus-Liebig-Universitat Giessen-Universidad de los Andes-Outgoing,Selected,14655,Justus-Liebig-Universität Giessen,"3,99"
First Semester 2020,1,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,14256,Kungliga Tekniska högskolan (KTH),"3,78"
First Semester 2020,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Rejected,14256,University of Bristol,"3,78"
First Semester 2020,3,1087,Exchange Student-Universidad del País Vasco-School of Engineering-Outgoing,Rejected,14256,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"3,78"
First Semester 2021,1,747,Exchange Student-Kungliga Tekniska högskolan (KTH)-School of Engineering-Outgoing,Rejected,14256,Kungliga Tekniska högskolan (KTH),"3,78"
First Semester 2021,2,395,Exchange Student-University of Bristol-Universidad de los Andes-Outgoing,Selected,14256,University of Bristol,"3,78"
First Semester 2021,3,1087,Exchange Student-Universidad del País Vasco-School of Engineering-Outgoing,Rejected,14256,Universidad del País Vasco / Euskal Herriko Unibertsitatea,"3,78"
Second Semester 2021,1,1468,Student Exchange-L'Institute de Sciences Politiques Sciences Po- Campus Reims-Political Sciences Deparment-Outgoing,Selected,11545,Institut d'Etudes Politiques de Paris,"4,11"
Second Semester 2020,2,926,Study Abroad-Universidad Carlos III de Madrid-Universidad de los Andes-Outgoing,Rejected,11545,Universidad Carlos III de Madrid,"4,11"
First Semester 2019,1,139,Exchange Student-McGill University-Universidad de los Andes-Outgoing,Rejected,3668,McGill University,"4,07"
First Semester 2019,2,453,Exchange Student-University of Regina-Universidad de los Andes-Outgoing,Selected,3668,University of Regina,"4,07"
First Semester 2019,3,195,Exchange Student Undergraduate-Roskilde Universitet-Universidad de los Andes-Outgoing,Rejected,3668,Roskilde Universitet,"4,07"
Second Semester 2018,1,149,Exchange Student-Nova School of Business and Economics-School of Management-Outgoing,Pending,2583,Universidade Nova de Lisboa,"4,02"
Second Semester 2018,1,1248,Exchange Student Undergraduate-Smith-School of Business-School of Management - Outgoing,Selected,2724,Queen's University,"4,02"
Second Semester 2018,2,981,Exchange Student-Maastricht University-School of Business and Economics-School of Management-Outgoing,Pending,2583,Maastricht University,"4,02"
Second Semester 2018,3,736,Exchange Student-Universität St. Gallen-School of Economics-Outgoing,Pending,2583,Universität St. Gallen,"4,02"
Second Semester 2022,1,1013,Exchange Student-Université Paris Dauphine-Universidad de los Andes-Outgoing,Rejected,18996,Université Paris-Dauphine,"4,68"
Second Semester 2022,2,2208,Exchange Student-Institut d'Etudes Politiques de Paris-Campus Paris-School of Law Outgoing,Selected,18996,Institut d'Etudes Politiques de Paris,"4,68"
Second Semester 2022,3,42,Exchange Student-Center for Transnational Legal Studies-School of Law-Outgoing,Rejected,18996,Georgetown University,"4,68"
First Semester 2019,1,1062,Exchange Student-Fundación ESADE-Universidad Ramón Llull-School of Management-Outgoing,Selected,3529,Fundación ESADE - Universidad Ramón Llull,"4,10"
Second Semester 2019,1,274,Exchange Student-Universidad de Santiago de Compostela-Universidad de los Andes-Outgoing,Pending,7564,Universidad de Santiago de Compostela,"3,60"
Second Semester 2020,1,1503,Exchange Student-Fundación ESADE-Law School-Universidad Ramón Llull-School of Law - Outgoing,Pending,11815,Universitat Ramon Llull,"4,28"
Second Semester 2020,2,1519,Exchange Student-Universidad de Alicante-Universidad de los Andes-Outgoing,Pending,11815,Universidad de Alicante,"4,28"
